"","s.name","r.name","r.type","norm","threshold","seqnames","strand","start","end","width","tel.length","chr.end"
"1249","cen-pk","SRR13577846.37506","nl","normalized","36-38","ref|NC_001134|","+",804937,813122,8186,0.577,"3'"
"1250","cen-pk","SRR13577846.37659","nl","normalized","36-38","ref|NC_001144|","+",1062337,1071581,9245,0.7,"3'"
"1251","cen-pk","SRR13577846.37674","nl","normalized","36-38","ref|NC_001138|","-",1,7841,7841,0.982,"3'"
"1252","cen-pk","SRR13577846.37687","nl","normalized","36-38","ref|NC_001140|","-",68,7530,7463,0.514,"3'"
"1253","cen-pk","SRR13577846.37743","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.512,"3'"
"1254","cen-pk","SRR13577846.37754","nl","normalized","36-38","ref|NC_001146|","+",1,7478,7478,0.866,"5'"
"1255","cen-pk","SRR13577846.37758","nl","normalized","36-38","ref|NC_001147|","+",1084659,1091226,6568,1.693,"3'"
"1256","cen-pk","SRR13577846.37759","nl","normalized","36-38","ref|NC_001140|","-",70,7530,7461,0.647,"3'"
"1257","cen-pk","SRR13577846.37767","nl","normalized","36-38","ref|NC_001140|","-",39,7530,7492,0.673,"3'"
"1258","cen-pk","SRR13577846.37769","nl","normalized","36-38","ref|NC_001140|","+",554223,562440,8218,0.692,"3'"
"1259","cen-pk","SRR13577846.37774","nl","normalized","36-38","ref|NC_001140|","+",55,7530,7476,0.454,"5'"
"1260","cen-pk","SRR13577846.37786","nl","normalized","36-38","ref|NC_001144|","-",16489,23248,6760,0.608,"3'"
"1261","cen-pk","SRR13577846.3779","nl","normalized","36-38","ref|NC_001142|","+",137,7846,7710,0.536,"5'"
"1262","cen-pk","SRR13577846.37829","nl","normalized","36-38","ref|NC_001140|","+",554179,558619,4441,0.519,"3'"
"1263","cen-pk","SRR13577846.37914","nl","normalized","36-38","ref|NC_001144|","-",1062081,1071621,9541,0.63,"5'"
"1264","cen-pk","SRR13577846.37948","nl","normalized","36-38","ref|NC_001144|","+",95,7838,7744,0.73,"5'"
"1265","cen-pk","SRR13577846.37978","nl","normalized","36-38","ref|NC_001144|","-",1069060,1078177,9118,0.86,"5'"
"1266","cen-pk","SRR13577846.38000","nl","normalized","36-38","ref|NC_001145|","+",5602,15479,9878,0.936,"5'"
"1267","cen-pk","SRR13577846.38081","nl","normalized","36-38","ref|NC_001148|","-",938584,948066,9483,0.472,"5'"
"1268","cen-pk","SRR13577846.38154","nl","normalized","36-38","ref|NC_001135|","+",376,8560,8185,1.054,"5'"
"1269","cen-pk","SRR13577846.38157","nl","normalized","36-38","ref|NC_001144|","+",1069254,1078177,8924,0.843,"3'"
"1270","cen-pk","SRR13577846.38206","nl","normalized","36-38","ref|NC_001146|","+",1,7412,7412,0.742,"5'"
"1271","cen-pk","SRR13577846.38244","nl","normalized","36-38","ref|NC_001136|","-",161,11123,10963,0.489,"3'"
"1272","cen-pk","SRR13577846.38281","nl","normalized","36-38","ref|NC_001140|","+",553347,562407,9061,0.704,"3'"
"1273","cen-pk","SRR13577846.38293","nl","normalized","36-38","ref|NC_001144|","+",57,8025,7969,0.672,"5'"
"1274","cen-pk","SRR13577846.38306","nl","normalized","36-38","ref|NC_001146|","-",1,8062,8062,0.774,"3'"
"1275","cen-pk","SRR13577846.38309","nl","normalized","36-38","ref|NC_001138|","+",261182,270124,8943,0.53,"3'"
"1276","cen-pk","SRR13577846.38359","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.514,"3'"
"1277","cen-pk","SRR13577846.38398","nl","normalized","36-38","ref|NC_001138|","-",259943,270132,10190,0.46,"5'"
"1278","cen-pk","SRR13577846.38440","nl","normalized","36-38","ref|NC_001136|","-",187,8466,8280,0.51,"3'"
"1279","cen-pk","SRR13577846.38461","nl","normalized","36-38","ref|NC_001140|","+",68,7530,7463,0.53,"5'"
"1280","cen-pk","SRR13577846.38474","nl","normalized","36-38","ref|NC_001134|","+",805091,813124,8034,0.565,"3'"
"1281","cen-pk","SRR13577846.38523","nl","normalized","36-38","ref|NC_001144|","-",1070915,1078177,7263,0.118,"5'"
"1282","cen-pk","SRR13577846.38595","nl","normalized","36-38","ref|NC_001136|","+",1515990,1525334,9345,0.502,"3'"
"1283","cen-pk","SRR13577846.38639","nl","normalized","36-38","ref|NC_001138|","+",261909,270108,8200,0.514,"3'"
"1284","cen-pk","SRR13577846.38692","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.56,"5'"
"1285","cen-pk","SRR13577846.3871","nl","normalized","36-38","ref|NC_001134|","-",1,6603,6603,0.608,"3'"
"1286","cen-pk","SRR13577846.38726","nl","normalized","36-38","ref|NC_001136|","+",1516643,1525334,8692,0.396,"3'"
"1287","cen-pk","SRR13577846.38733","nl","normalized","36-38","ref|NC_001142|","-",96,6931,6836,0.727,"3'"
"1288","cen-pk","SRR13577846.38741","nl","normalized","36-38","ref|NC_001135|","+",407,8555,8149,0.312,"5'"
"1289","cen-pk","SRR13577846.38752","nl","normalized","36-38","ref|NC_001145|","-",5598,14541,8944,0.903,"3'"
"1290","cen-pk","SRR13577846.38799","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.925,"3'"
"1291","cen-pk","SRR13577846.38808","nl","normalized","36-38","ref|NC_001136|","+",1516919,1525334,8416,0.576,"3'"
"1292","cen-pk","SRR13577846.38862","nl","normalized","36-38","ref|NC_001134|","+",1,6659,6659,0.548,"5'"
"1293","cen-pk","SRR13577846.38892","nl","normalized","36-38","ref|NC_001134|","-",803668,813092,9425,0.418,"5'"
"1294","cen-pk","SRR13577846.38955","nl","normalized","36-38","ref|NC_001146|","-",4,7577,7574,0.84,"3'"
"1295","cen-pk","SRR13577846.38989","nl","normalized","36-38","ref|NC_001146|","-",1,8154,8154,0.532,"3'"
"1296","cen-pk","SRR13577846.39013","nl","normalized","36-38","ref|NC_001145|","-",5615,14790,9176,0.595,"3'"
"1297","cen-pk","SRR13577846.39014","nl","normalized","36-38","ref|NC_001140|","-",552310,562427,10118,0.642,"5'"
"1298","cen-pk","SRR13577846.39024","nl","normalized","36-38","ref|NC_001138|","+",260996,270129,9134,0.696,"3'"
"1299","cen-pk","SRR13577846.3903","nl","normalized","36-38","ref|NC_001144|","+",1070967,1078177,7211,0.781,"3'"
"1300","cen-pk","SRR13577846.39054","nl","normalized","36-38","ref|NC_001140|","-",555382,562393,7012,0.536,"5'"
"1301","cen-pk","SRR13577846.39139","nl","normalized","36-38","ref|NC_001138|","+",1,7038,7038,0.654,"5'"
"1302","cen-pk","SRR13577846.39192","nl","normalized","36-38","ref|NC_001148|","+",939997,948066,8070,0.625,"3'"
"1303","cen-pk","SRR13577846.39204","nl","normalized","36-38","ref|NC_001136|","+",1517249,1525334,8086,0.4,"3'"
"1304","cen-pk","SRR13577846.39222","nl","normalized","36-38","ref|NC_001138|","-",1,7179,7179,0.782,"3'"
"1305","cen-pk","SRR13577846.39297","nl","normalized","36-38","ref|NC_001146|","+",1,7812,7812,0.742,"5'"
"1306","cen-pk","SRR13577846.39305","nl","normalized","36-38","ref|NC_001142|","-",737929,745632,7704,0.73,"5'"
"1307","cen-pk","SRR13577846.39315","nl","normalized","36-38","ref|NC_001140|","-",551727,562386,10660,0.73,"5'"
"1308","cen-pk","SRR13577846.39332","nl","normalized","36-38","ref|NC_001142|","-",41,6931,6891,0.306,"3'"
"1309","cen-pk","SRR13577846.39339","nl","normalized","36-38","ref|NC_001146|","+",1,8863,8863,0.56,"5'"
"1310","cen-pk","SRR13577846.39389","nl","normalized","36-38","ref|NC_001144|","+",1070652,1078177,7526,0.894,"3'"
"1311","cen-pk","SRR13577846.39417","nl","normalized","36-38","ref|NC_001144|","+",95,7056,6962,0.842,"5'"
"1312","cen-pk","SRR13577846.39502","nl","normalized","36-38","ref|NC_001136|","-",1514054,1525329,11276,0.418,"5'"
"1313","cen-pk","SRR13577846.39524","nl","normalized","36-38","ref|NC_001142|","+",83,9579,9497,0.348,"5'"
"1314","cen-pk","SRR13577846.39578","nl","normalized","36-38","ref|NC_001142|","-",97,8208,8112,0.72,"3'"
"1315","cen-pk","SRR13577846.39615","nl","normalized","36-38","ref|NC_001136|","+",194,8642,8449,0.518,"5'"
"1316","cen-pk","SRR13577846.39617","nl","normalized","36-38","ref|NC_001148|","+",940463,948066,7604,0.552,"3'"
"1317","cen-pk","SRR13577846.39719","nl","normalized","36-38","ref|NC_001134|","-",804330,813090,8761,0.618,"5'"
"1318","cen-pk","SRR13577846.39769","nl","normalized","36-38","ref|NC_001140|","-",556438,562422,5985,0.736,"5'"
"1319","cen-pk","SRR13577846.39808","nl","normalized","36-38","ref|NC_001140|","+",57,7530,7474,0.442,"5'"
"1320","cen-pk","SRR13577846.39811","nl","normalized","36-38","ref|NC_001134|","+",804820,813124,8305,0.474,"3'"
"1321","cen-pk","SRR13577846.39830","nl","normalized","36-38","ref|NC_001144|","-",112,9245,9134,1.028,"3'"
"1322","cen-pk","SRR13577846.3985","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.493,"3'"
"1323","cen-pk","SRR13577846.40028","nl","normalized","36-38","ref|NC_001141|","+",103,8166,8064,0.548,"5'"
"1324","cen-pk","SRR13577846.40045","nl","normalized","36-38","ref|NC_001134|","-",1,10196,10196,0.799,"3'"
"1325","cen-pk","SRR13577846.401","nl","normalized","36-38","ref|NC_001134|","-",804668,813125,8458,0.542,"5'"
"1326","cen-pk","SRR13577846.40197","nl","normalized","36-38","ref|NC_001140|","+",554269,558619,4351,0.525,"3'"
"1327","cen-pk","SRR13577846.40329","nl","normalized","36-38","ref|NC_001140|","-",553998,558619,4622,0.566,"5'"
"1328","cen-pk","SRR13577846.40379","nl","normalized","36-38","ref|NC_001142|","-",47,6931,6885,0.532,"3'"
"1329","cen-pk","SRR13577846.40435","nl","normalized","36-38","ref|NC_001141|","+",65,8166,8102,0.46,"5'"
"1330","cen-pk","SRR13577846.4044","nl","normalized","36-38","ref|NC_001134|","-",1,9544,9544,0.452,"3'"
"1331","cen-pk","SRR13577846.40530","nl","normalized","36-38","ref|NC_001138|","+",262189,270126,7938,0.664,"3'"
"1332","cen-pk","SRR13577846.40539","nl","normalized","36-38","ref|NC_001146|","-",1,8824,8824,0.688,"3'"
"1333","cen-pk","SRR13577846.40541","nl","normalized","36-38","ref|NC_001144|","+",16489,24805,8317,0.548,"5'"
"1334","cen-pk","SRR13577846.406","nl","normalized","36-38","ref|NC_001134|","+",804579,813125,8547,0.645,"3'"
"1335","cen-pk","SRR13577846.40614","nl","normalized","36-38","ref|NC_001144|","+",1063060,1071611,8552,0.645,"3'"
"1336","cen-pk","SRR13577846.40635","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.636,"3'"
"1337","cen-pk","SRR13577846.40671","nl","normalized","36-38","ref|NC_001146|","-",1,7974,7974,0.652,"3'"
"1338","cen-pk","SRR13577846.40690","nl","normalized","36-38","ref|NC_001134|","-",805123,813126,8004,0.548,"5'"
"1339","cen-pk","SRR13577846.40696","nl","normalized","36-38","ref|NC_001134|","+",804745,813125,8381,0.652,"3'"
"1340","cen-pk","SRR13577846.40765","nl","normalized","36-38","ref|NC_001136|","-",157,9804,9648,0.448,"3'"
"1341","cen-pk","SRR13577846.40773","nl","normalized","36-38","ref|NC_001146|","-",1,7311,7311,0.864,"3'"
"1342","cen-pk","SRR13577846.4083","nl","normalized","36-38","ref|NC_001147|","+",1081065,1091248,10184,0.648,"3'"
"1343","cen-pk","SRR13577846.4085","nl","normalized","36-38","ref|NC_001144|","+",75,7862,7788,0.86,"5'"
"1344","cen-pk","SRR13577846.40851","nl","normalized","36-38","ref|NC_001134|","-",804696,813122,8427,0.512,"5'"
"1345","cen-pk","SRR13577846.40966","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.839,"3'"
"1346","cen-pk","SRR13577846.40967","nl","normalized","36-38","ref|NC_001135|","-",379,10952,10574,0.915,"3'"
"1347","cen-pk","SRR13577846.41030","nl","normalized","36-38","ref|NC_001142|","+",123,6298,6176,0.642,"5'"
"1348","cen-pk","SRR13577846.41082","nl","normalized","36-38","ref|NC_001142|","+",736561,745636,9076,0.8,"3'"
"1349","cen-pk","SRR13577846.4111","nl","normalized","36-38","ref|NC_001142|","-",97,9991,9895,0.47,"3'"
"1350","cen-pk","SRR13577846.41121","nl","normalized","36-38","ref|NC_001141|","+",112,8166,8055,0.53,"5'"
"1351","cen-pk","SRR13577846.41159","nl","normalized","36-38","ref|NC_001144|","-",1065144,1073163,8020,0.11,"3'"
"1352","cen-pk","SRR13577846.41208","nl","normalized","36-38","ref|NC_001145|","-",5627,13121,7495,0.752,"3'"
"1353","cen-pk","SRR13577846.4138","nl","normalized","36-38","ref|NC_001141|","+",89,8166,8078,0.46,"5'"
"1354","cen-pk","SRR13577846.41395","nl","normalized","36-38","ref|NC_001146|","-",1,7540,7540,0.718,"3'"
"1355","cen-pk","SRR13577846.41409","nl","normalized","36-38","ref|NC_001144|","-",1069973,1078177,8205,0.724,"5'"
"1356","cen-pk","SRR13577846.41440","nl","normalized","36-38","ref|NC_001146|","-",1,8524,8524,0.714,"3'"
"1357","cen-pk","SRR13577846.41506","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.186,"3'"
"1358","cen-pk","SRR13577846.41515","nl","normalized","36-38","ref|NC_001144|","+",1068979,1078177,9199,0.849,"3'"
"1359","cen-pk","SRR13577846.41547","nl","normalized","36-38","ref|NC_001147|","+",95,8181,8087,0.724,"5'"
"1360","cen-pk","SRR13577846.41568","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.637,"3'"
"1361","cen-pk","SRR13577846.4157","nl","normalized","36-38","ref|NC_001136|","+",1523133,1531931,8799,0.555,"3'"
"1362","cen-pk","SRR13577846.41639","nl","normalized","36-38","ref|NC_001146|","+",1,9033,9033,0.672,"5'"
"1363","cen-pk","SRR13577846.41640","nl","normalized","36-38","ref|NC_001144|","+",1069371,1078177,8807,0.682,"3'"
"1364","cen-pk","SRR13577846.41652","nl","normalized","36-38","ref|NC_001144|","-",96,8854,8759,0.894,"3'"
"1365","cen-pk","SRR13577846.41722","nl","normalized","36-38","ref|NC_001140|","-",553979,562393,8415,0.736,"5'"
"1366","cen-pk","SRR13577846.41740","nl","normalized","36-38","ref|NC_001144|","+",1070334,1078177,7844,2.07,"3'"
"1367","cen-pk","SRR13577846.41772","nl","normalized","36-38","ref|NC_001148|","-",937830,948066,10237,0.466,"5'"
"1368","cen-pk","SRR13577846.41865","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.235,"3'"
"1369","cen-pk","SRR13577846.41968","nl","normalized","36-38","ref|NC_001136|","+",1515499,1525329,9831,0.578,"3'"
"1370","cen-pk","SRR13577846.42011","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.691,"3'"
"1371","cen-pk","SRR13577846.42035","nl","normalized","36-38","ref|NC_001144|","+",1068702,1078177,9476,0.931,"3'"
"1372","cen-pk","SRR13577846.42106","nl","normalized","36-38","ref|NC_001140|","+",553931,562427,8497,0.68,"3'"
"1373","cen-pk","SRR13577846.42178","nl","normalized","36-38","ref|NC_001144|","-",109,9370,9262,0.933,"3'"
"1374","cen-pk","SRR13577846.42185","nl","normalized","36-38","ref|NC_001138|","-",261471,270130,8660,0.648,"5'"
"1375","cen-pk","SRR13577846.42267","nl","normalized","36-38","ref|NC_001144|","-",96,7597,7502,0.917,"3'"
"1376","cen-pk","SRR13577846.42297","nl","normalized","36-38","ref|NC_001134|","+",1,8387,8387,1.042,"5'"
"1377","cen-pk","SRR13577846.42302","nl","normalized","36-38","ref|NC_001134|","-",1,3326,3326,0.551,"3'"
"1378","cen-pk","SRR13577846.42307","nl","normalized","36-38","ref|NC_001146|","-",1,7412,7412,0.725,"3'"
"1379","cen-pk","SRR13577846.42323","nl","normalized","36-38","ref|NC_001144|","-",1069565,1078177,8613,0.73,"5'"
"1380","cen-pk","SRR13577846.42362","nl","normalized","36-38","ref|NC_001144|","+",1063350,1071611,8262,0.82,"3'"
"1381","cen-pk","SRR13577846.42368","nl","normalized","36-38","ref|NC_001146|","+",1,7666,7666,0.666,"5'"
"1382","cen-pk","SRR13577846.42399","nl","normalized","36-38","ref|NC_001138|","+",1,7225,7225,0.654,"5'"
"1383","cen-pk","SRR13577846.42411","nl","normalized","36-38","ref|NC_001144|","-",1069646,1078177,8532,1.654,"5'"
"1384","cen-pk","SRR13577846.42577","nl","normalized","36-38","ref|NC_001146|","-",1,8410,8410,0.761,"3'"
"1385","cen-pk","SRR13577846.42579","nl","normalized","36-38","ref|NC_001146|","-",1,7478,7478,0.714,"3'"
"1386","cen-pk","SRR13577846.42587","nl","normalized","36-38","ref|NC_001146|","-",1,7906,7906,0.784,"3'"
"1387","cen-pk","SRR13577846.42621","nl","normalized","36-38","ref|NC_001147|","-",1081329,1091239,9911,0.53,"5'"
"1388","cen-pk","SRR13577846.42655","nl","normalized","36-38","ref|NC_001140|","-",58,7530,7473,0.509,"3'"
"1389","cen-pk","SRR13577846.42664","nl","normalized","36-38","ref|NC_001144|","-",1070718,1078177,7460,1.372,"5'"
"1390","cen-pk","SRR13577846.42687","nl","normalized","36-38","ref|NC_001145|","+",5598,13343,7746,0.742,"5'"
"1391","cen-pk","SRR13577846.42845","nl","normalized","36-38","ref|NC_001142|","-",94,8208,8115,0.389,"3'"
"1392","cen-pk","SRR13577846.42874","nl","normalized","36-38","ref|NC_001148|","-",939193,948066,8874,0.566,"5'"
"1393","cen-pk","SRR13577846.4288","nl","normalized","36-38","ref|NC_001138|","-",1,9102,9102,0.661,"3'"
"1394","cen-pk","SRR13577846.42895","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.709,"3'"
"1395","cen-pk","SRR13577846.42991","nl","normalized","36-38","ref|NC_001142|","-",147,9762,9616,0.576,"3'"
"1396","cen-pk","SRR13577846.43171","nl","normalized","36-38","ref|NC_001134|","-",1,9473,9473,0.407,"3'"
"1397","cen-pk","SRR13577846.43175","nl","normalized","36-38","ref|NC_001142|","+",95,9991,9897,0.36,"5'"
"1398","cen-pk","SRR13577846.43181","nl","normalized","36-38","ref|NC_001146|","-",1,7316,7316,0.724,"3'"
"1399","cen-pk","SRR13577846.43210","nl","normalized","36-38","ref|NC_001140|","+",553998,558619,4622,0.461,"3'"
"1400","cen-pk","SRR13577846.43225","nl","normalized","36-38","ref|NC_001144|","-",1069579,1078177,8599,0.242,"5'"
"1401","cen-pk","SRR13577846.43236","nl","normalized","36-38","ref|NC_001144|","+",105,8001,7897,0.93,"5'"
"1402","cen-pk","SRR13577846.43241","nl","normalized","36-38","ref|NC_001136|","-",1523759,1531931,8173,0.836,"5'"
"1403","cen-pk","SRR13577846.43282","nl","normalized","36-38","ref|NC_001144|","-",1062693,1071649,8957,0.766,"5'"
"1404","cen-pk","SRR13577846.43294","nl","normalized","36-38","ref|NC_001146|","-",1,9009,9009,0.531,"3'"
"1405","cen-pk","SRR13577846.43317","nl","normalized","36-38","ref|NC_001145|","-",5598,14664,9067,0.599,"3'"
"1406","cen-pk","SRR13577846.43320","nl","normalized","36-38","ref|NC_001147|","+",1081817,1091262,9446,0.694,"3'"
"1407","cen-pk","SRR13577846.43323","nl","normalized","36-38","ref|NC_001135|","+",388,8348,7961,0.918,"5'"
"1408","cen-pk","SRR13577846.4338","nl","normalized","36-38","ref|NC_001144|","+",1069780,1078177,8398,0.887,"3'"
"1409","cen-pk","SRR13577846.43386","nl","normalized","36-38","ref|NC_001142|","-",80,6931,6852,0.48,"3'"
"1410","cen-pk","SRR13577846.43392","nl","normalized","36-38","ref|NC_001134|","-",1,8820,8820,0.45,"3'"
"1411","cen-pk","SRR13577846.43447","nl","normalized","36-38","ref|NC_001144|","+",77,8561,8485,0.348,"5'"
"1412","cen-pk","SRR13577846.43466","nl","normalized","36-38","ref|NC_001146|","+",1,6689,6689,0.76,"5'"
"1413","cen-pk","SRR13577846.4355","nl","normalized","36-38","ref|NC_001142|","+",127,9742,9616,0.542,"5'"
"1414","cen-pk","SRR13577846.43587","nl","normalized","36-38","ref|NC_001134|","-",1,6659,6659,0.476,"3'"
"1415","cen-pk","SRR13577846.43609","nl","normalized","36-38","ref|NC_001136|","+",155,9547,9393,0.472,"5'"
"1416","cen-pk","SRR13577846.4361","nl","normalized","36-38","ref|NC_001140|","-",553281,562386,9106,0.63,"5'"
"1417","cen-pk","SRR13577846.43628","nl","normalized","36-38","ref|NC_001140|","-",553998,558619,4622,0.6,"5'"
"1418","cen-pk","SRR13577846.43641","nl","normalized","36-38","ref|NC_001136|","+",1516674,1525206,8533,0.483,"3'"
"1419","cen-pk","SRR13577846.43642","nl","normalized","36-38","ref|NC_001147|","+",91,9386,9296,0.83,"5'"
"1420","cen-pk","SRR13577846.43662","nl","normalized","36-38","ref|NC_001136|","+",1517163,1525334,8172,0.359,"3'"
"1421","cen-pk","SRR13577846.43671","nl","normalized","36-38","ref|NC_001136|","-",1523133,1531931,8799,0.272,"5'"
"1422","cen-pk","SRR13577846.43716","nl","normalized","36-38","ref|NC_001144|","+",1062250,1071611,9362,0.733,"3'"
"1423","cen-pk","SRR13577846.43727","nl","normalized","36-38","ref|NC_001147|","-",1082748,1091270,8523,0.766,"5'"
"1424","cen-pk","SRR13577846.43746","nl","normalized","36-38","ref|NC_001134|","+",1,8750,8750,0.56,"5'"
"1425","cen-pk","SRR13577846.43760","nl","normalized","36-38","ref|NC_001138|","+",1,7629,7629,0.772,"5'"
"1426","cen-pk","SRR13577846.43769","nl","normalized","36-38","ref|NC_001141|","+",79,8166,8088,0.466,"5'"
"1427","cen-pk","SRR13577846.43866","nl","normalized","36-38","ref|NC_001140|","+",550244,556823,6580,0.401,"3'"
"1428","cen-pk","SRR13577846.43871","nl","normalized","36-38","ref|NC_001147|","+",1083595,1091268,7674,0.08,"3'"
"1429","cen-pk","SRR13577846.43962","nl","normalized","36-38","ref|NC_001140|","-",40,7530,7491,0.54,"3'"
